Amount,transaction_hour,high_value,is_fraud,risk_score
15.0,24,0,0,1
24.9,24,0,0,1
1.0,24,0,0,1
24.9,24,0,0,1
391.52,24,0,0,1
623.63,24,0,0,1
0.89,24,0,0,1
14.37,24,0,0,1
0.77,24,0,0,1
300.0,24,0,0,1
0.89,24,0,0,1
7.4,24,0,0,1
17.5,24,0,0,1
164.95,24,0,0,1
29.0,24,0,0,1
136.26,24,0,0,1
1.29,24,0,0,1
24.9,24,0,0,1
219.0,24,0,0,1
158.47,24,0,0,1
479.63,24,0,0,1
1.98,24,0,0,1
50.0,24,0,0,1
9.35,24,0,0,1
12.99,24,0,0,1
39.62,24,0,0,1
0.89,24,0,0,1
39.48,24,0,0,1
44.38,24,0,0,1
0.89,24,0,0,1
14.32,24,0,0,1
42.81,24,0,0,1
84.16,24,0,0,1
26.99,24,0,0,1
396.0,24,0,0,1
33.3,24,0,0,1
49.25,24,0,0,1
40.99,24,0,0,1
1.0,24,0,0,1
0.92,24,0,0,1
30.53,24,0,0,1
760.0,24,0,0,1
28.95,24,0,0,1
0.89,24,0,0,1
0.99,24,0,0,1
1.9,24,0,0,1
1.0,24,0,0,1
1.79,24,0,0,1
46.18,24,0,0,1
236.74,24,0,0,1
59.72,24,0,0,1
9.95,24,0,0,1
15.0,24,0,0,1
22.81,24,0,0,1
8.99,24,0,0,1
24.04,24,0,0,1
61.7,24,0,0,1
29.99,24,0,0,1
11.44,24,0,0,1
87.2,24,0,0,1
9.99,24,0,0,1
729.34,24,0,0,1
0.89,24,0,0,1
10.15,24,0,0,1
20.96,24,0,0,1
462.7,24,0,0,1
22.73,24,0,0,1
2.0,24,0,0,1
11.5,24,0,0,1
299.9,24,0,0,1
0.99,24,0,0,1
0.89,24,0,0,1
304.06,24,0,0,1
28.24,24,0,0,1
1.29,24,0,0,1
108.47,24,0,0,1
22.87,24,0,0,1
8.99,24,0,0,1
53.76,24,0,0,1
1.98,24,0,0,1
49.0,24,0,0,1
2.0,24,0,0,1
1.98,24,0,0,1
10.89,24,0,0,1
0.77,24,0,0,1
11.5,24,0,0,1
45.36,24,0,0,1
17.5,24,0,0,1
12.08,24,0,0,1
22.94,24,0,0,1
28.12,24,0,0,1
1.9,24,0,0,1
25.0,24,0,0,1
38.09,24,0,0,1
25.0,24,0,0,1
8.99,24,0,0,1
11.5,24,0,0,1
39.96,24,0,0,1
288.05,24,0,0,1
67.23,24,0,0,1
287.5,24,0,0,1
118.64,24,0,0,1
1.46,24,0,0,1
7.57,24,0,0,1
4.99,24,0,0,1
165.26,24,0,0,1
3.75,24,0,0,1
11.5,24,0,0,1
68.25,24,0,0,1
80.2,24,0,0,1
32.0,24,0,0,1
0.0,24,0,0,1
68.25,24,0,0,1
58.59,24,0,0,1
205.8,24,0,0,1
214.01,24,0,0,1
34.04,24,0,0,1
211.31,24,0,0,1
44.85,24,0,0,1
25.0,24,0,0,1
68.03,24,0,0,1
88.85,24,0,0,1
36.0,24,0,0,1
8.99,24,0,0,1
10.0,24,0,0,1
19.36,24,0,0,1
12.99,24,0,0,1
20.0,24,0,0,1
8.99,24,0,0,1
12.64,24,0,0,1
20.0,24,0,0,1
18.98,24,0,0,1
4.49,24,0,0,1
12.45,24,0,0,1
163.54,24,0,0,1
4.56,24,0,0,1
19.95,24,0,0,1
36.0,24,0,0,1
15.0,24,0,0,1
0.89,24,0,0,1
44.55,24,0,0,1
27.99,24,0,0,1
10.0,24,0,0,1
2.68,24,0,0,1
474.0,24,0,0,1
3.59,24,0,0,1
59.9,24,0,0,1
1.18,24,0,1,4
124.5,24,0,0,1
26.65,24,0,0,1
22.95,24,0,0,1
20.0,24,0,0,1
39.65,24,0,0,1
112.99,24,0,0,1
10.0,24,0,0,1
1.0,24,0,0,1
265.0,24,0,0,1
10.99,24,0,0,1
8.99,24,0,0,1
33.43,24,0,0,1
6.3,24,0,0,1
37.79,24,0,0,1
0.0,24,0,0,1
1.0,24,0,0,1
0.89,24,0,0,1
1.5,24,0,0,1
29.99,24,0,0,1
32.9,24,0,0,1
22.1,24,0,0,1
57.35,24,0,0,1
58.25,24,0,0,1
1.98,24,0,0,1
32.0,24,0,0,1
1.0,24,0,0,1
14.0,24,0,0,1
1.84,24,0,0,1
11.37,24,0,0,1
67.17,24,0,0,1
19.48,24,0,0,1
3.52,24,0,0,1
325.11,24,0,0,1
1.79,24,0,0,1
16.57,24,0,0,1
89.18,24,0,0,1
108.0,24,0,0,1
0.89,24,0,0,1
3.94,24,0,0,1
44.95,24,0,0,1
185.46,24,0,0,1
0.0,24,0,0,1
10.0,24,0,0,1
4.99,24,0,0,1
245.18,24,0,0,1
35.0,24,0,0,1
67.58,24,0,0,1
104.8,24,0,0,1
235.8,24,0,0,1
2.49,24,0,0,1
76.07,24,0,0,1
12.99,24,0,0,1
1.98,24,0,0,1
23.08,24,0,0,1
5.37,24,0,0,1
2930.7,24,1,0,3
9.21,24,0,1,4
19.03,24,0,0,1
0.89,24,0,0,1
9.99,24,0,0,1
110.37,24,0,0,1
100.0,24,0,0,1
7.57,24,0,0,1
7.48,24,0,0,1
21.49,24,0,0,1
9.21,24,0,0,1
22.32,24,0,0,1
40.0,24,0,0,1
104.93,24,0,0,1
6.95,24,0,0,1
10.0,24,0,0,1
576.2,24,0,0,1
3.02,24,0,0,1
3.02,24,0,0,1
3.02,24,0,0,1
3.02,24,0,0,1
2.23,24,0,0,1
127.5,24,0,0,1
25.0,24,0,0,1
9.42,24,0,0,1
14.98,24,0,0,1
14.17,24,0,0,1
195.0,24,0,0,1
0.77,24,0,0,1
9.99,24,0,0,1
4.59,24,0,0,1
3.0,24,0,0,1
50.0,24,0,0,1
154.99,24,0,0,1
1.29,24,0,0,1
147.4,24,0,0,1
242.76,24,0,0,1
12.55,24,0,0,1
24.0,24,0,0,1
29.05,24,0,0,1
11.29,24,0,0,1
33.35,24,0,0,1
3.79,24,0,0,1
10.0,24,0,0,1
68.45,24,0,0,1
24.95,24,0,0,1
2.99,24,0,0,1
44.99,24,0,0,1
1.0,24,0,0,1
1.79,24,0,0,1
206.02,24,0,0,1
120.4,24,0,0,1
27.93,24,0,0,1
129.0,24,0,0,1
12.1,24,0,0,1
9.44,24,0,0,1
8.9,24,0,0,1
4.99,24,0,0,1
50.13,24,0,0,1
3.94,24,0,0,1
45.0,24,0,0,1
7.59,24,0,0,1
77.4,24,0,0,1
2.21,24,0,0,1
32.9,24,0,0,1
1.23,24,0,0,1
1.0,24,0,0,1
4.99,24,0,0,1
10.98,24,0,0,1
289.71,24,0,0,1
61.13,24,0,0,1
0.76,24,0,0,1
0.52,24,0,0,1
0.84,24,0,0,1
29.95,24,0,0,1
59.99,24,0,0,1
18.99,24,0,0,1
29.99,24,0,0,1
85.25,24,0,0,1
1.79,24,0,0,1
27.35,24,0,0,1
2.99,24,0,0,1
17.85,24,0,0,1
1.0,24,0,0,1
42.81,24,0,0,1
1.98,24,0,0,1
8.93,24,0,0,1
89.74,24,0,0,1
0.68,24,0,0,1
292.29,24,0,0,1
3.67,24,0,0,1
9.99,24,0,0,1
6.1,24,0,0,1
1.0,24,0,0,1
1.98,24,0,0,1
8.13,24,0,0,1
9.98,24,0,0,1
59.9,24,0,0,1
440.0,24,0,0,1
31.2,24,0,0,1
64.99,24,0,0,1
15.8,24,0,0,1
50.0,24,0,0,1
7.09,24,0,0,1
23.49,24,0,0,1
17.99,24,0,0,1
30.37,24,0,0,1
0.0,24,0,0,1
112.09,24,0,0,1
32.76,24,0,0,1
89.4,24,0,0,1
9.99,24,0,0,1
9.99,24,0,0,1
20.0,24,0,0,1
0.99,24,0,0,1
775.0,24,0,0,1
1.0,24,0,0,1
75.87,24,0,0,1
17.77,24,0,0,1
9.99,24,0,0,1
92.58,24,0,0,1
119.8,24,0,0,1
25.9,24,0,0,1
12.99,24,0,0,1
1.29,24,0,0,1
7.99,24,0,0,1
106.0,24,0,0,1
34.41,24,0,0,1
1.54,24,0,0,1
2.69,24,0,0,1
99.0,24,0,0,1
19.99,24,0,0,1
16.99,24,0,0,1
11.5,24,0,0,1
169.14,24,0,0,1
116.38,24,0,0,1
12.4,24,0,0,1
181.0,24,0,0,1
11.69,24,0,0,1
12.99,24,0,0,1
7.07,24,0,0,1
5.49,24,0,0,1
1.98,24,0,0,1
3.84,24,0,0,1
1.29,24,0,0,1
5.89,24,0,0,1
1.54,24,0,0,1
30.99,24,0,0,1
9.99,24,0,0,1
8.98,24,0,0,1
68.0,24,0,0,1
2.58,24,0,0,1
3.12,24,0,0,1
216.94,24,0,0,1
12.99,24,0,0,1
49.99,24,0,0,1
23.4,24,0,0,1
11.5,24,0,0,1
20.0,24,0,0,1
5.16,24,0,0,1
167.02,24,0,0,1
89.99,24,0,0,1
39.9,24,0,0,1
1.98,24,0,0,1
1.98,24,0,0,1
17.15,24,0,0,1
29.99,24,0,0,1
56.67,24,0,0,1
1.54,24,0,0,1
5.64,24,0,0,1
13.04,24,0,0,1
170.0,24,0,0,1
149.0,24,0,0,1
29.94,24,0,0,1
134.7,24,0,0,1
28.75,24,0,0,1
55.33,24,0,0,1
54.56,24,0,0,1
166.46,24,0,0,1
12.99,24,0,0,1
3.57,24,0,0,1
4.99,24,0,0,1
5.99,24,0,0,1
8.91,24,0,0,1
0.77,24,0,0,1
70.92,24,0,0,1
10.59,24,0,0,1
7.99,24,0,0,1
9.49,24,0,0,1
13.0,24,0,0,1
1.98,24,0,0,1
11.65,24,0,0,1
129.96,24,0,0,1
1.0,24,0,0,1
15.37,24,0,0,1
7.07,24,0,0,1
1.69,24,0,0,1
80.0,24,0,0,1
1.79,24,0,0,1
1.49,24,0,0,1
4.51,24,0,0,1
30.51,24,0,0,1
10.0,24,0,0,1
19.75,24,0,0,1
5.89,24,0,0,1
14.95,24,0,0,1
2.0,24,0,0,1
8.07,24,0,0,1
1.29,24,0,0,1
25.08,24,0,0,1
29.95,24,0,0,1
3.99,24,0,0,1
1.1,24,0,0,1
13.01,24,0,0,1
69.0,24,0,0,1
33.5,24,0,0,1
2.27,24,0,0,1
24.95,24,0,0,1
174.7,24,0,0,1
15.1,24,0,0,1
0.89,24,0,0,1
20.75,24,0,0,1
20.85,24,0,0,1
279.75,24,0,0,1
9.99,24,0,0,1
8.31,24,0,0,1
22.78,24,0,0,1
61.0,24,0,0,1
40.88,24,0,0,1
18.93,24,0,0,1
300.0,24,0,0,1
36.55,24,0,0,1
23.96,24,0,0,1
93.0,24,0,0,1
7.9,24,0,0,1
2.99,24,0,0,1
15.15,24,0,0,1
1.79,24,0,0,1
47.47,24,0,0,1
113.88,24,0,0,1
12.99,24,0,0,1
1.98,24,0,0,1
13.37,24,0,0,1
6.0,24,0,0,1
2.69,24,0,0,1
274.0,24,0,0,1
168.0,24,0,0,1
3.0,24,0,0,1
24.99,24,0,0,1
3.73,24,0,0,1
0.0,24,0,0,1
136.77,24,0,0,1
160.86,24,0,0,1
9.99,24,0,0,1
8.71,24,0,0,1
1.29,24,0,0,1
44.8,24,0,0,1
695.45,24,0,0,1
10.99,24,0,0,1
30.0,24,0,0,1
1018.43,24,0,0,1
9.99,24,0,0,1
1.29,24,0,0,1
19.43,24,0,0,1
29.99,24,0,0,1
7.68,24,0,0,1
255.49,24,0,0,1
39.99,24,0,0,1
10.0,24,0,0,1
0.89,24,0,0,1
156.0,24,0,0,1
5.99,24,0,0,1
9.52,24,0,0,1
1.29,24,0,0,1
59.78,24,0,0,1
73.8,24,0,0,1
10.0,24,0,0,1
22.07,24,0,0,1
68.6,24,0,0,1
68.06,24,0,0,1
21.98,24,0,0,1
23.51,24,0,0,1
41.0,24,0,0,1
38.95,24,0,0,1
12.99,24,0,0,1
0.0,24,0,0,1
3.79,24,0,0,1
65.38,24,0,0,1
67.23,24,0,0,1
556.12,24,0,0,1
0.83,24,0,0,1
6.99,24,0,0,1
60.04,24,0,0,1
0.89,24,0,0,1
1856.1,24,0,0,1
8.99,24,0,0,1
9.99,24,0,0,1
9.42,24,0,0,1
2.69,24,0,0,1
55.95,24,0,0,1
33.0,24,0,0,1
80.25,24,0,0,1
9.82,24,0,0,1
1.0,24,0,0,1
9.99,24,0,0,1
15.0,24,0,0,1
55.6,24,0,0,1
37.79,24,0,0,1
1.0,24,0,0,1
22.8,24,0,0,1
0.89,24,0,0,1
6.0,24,0,0,1
9.99,24,0,0,1
189.0,24,0,0,1
1.79,24,0,0,1
376.13,24,0,0,1
0.89,24,0,0,1
27.53,24,0,0,1
32.98,24,0,0,1
1.98,24,0,0,1
64.95,24,0,0,1
37.04,24,0,0,1
143.47,24,0,0,1
9.99,24,0,0,1
9.99,24,0,0,1
189.71,24,0,0,1
84.64,24,0,0,1
203.7,24,0,0,1
6.45,24,0,0,1
2.58,24,0,0,1
49.99,24,0,0,1
20.0,24,0,0,1
1.29,24,0,0,1
3.76,24,0,0,1
56.43,24,0,0,1
37.18,24,0,0,1
500.0,24,0,0,1
285.5,24,0,0,1
2.99,24,0,0,1
59.9,24,0,0,1
44.3,24,0,0,1
49.99,24,0,0,1
0.79,24,0,0,1
217.36,24,0,0,1
404.0,24,0,0,1
4.88,24,0,0,1
55.86,24,0,0,1
2.75,24,0,0,1
80.57,24,0,0,1
4.45,24,0,0,1
24.99,24,0,0,1
3.7,24,0,0,1
2.37,24,0,0,1
15.99,24,0,0,1
0.0,24,0,0,1
3.88,24,0,0,1
67.58,24,0,0,1
0.0,24,0,0,1
871.02,24,0,0,1
67.23,24,0,0,1
68.06,24,0,0,1
48.02,24,0,0,1
85.77,24,0,0,1
124.99,24,0,0,1
59.9,24,0,0,1
3.88,24,0,0,1
231.52,24,0,0,1
27.48,24,0,0,1
1.54,24,0,0,1
2.0,24,0,0,1
9.98,24,0,0,1
0.89,24,0,0,1
86.71,24,0,0,1
25.84,24,0,0,1
2.85,24,0,0,1
12.99,24,0,0,1
8.25,24,0,0,1
206.34,24,0,0,1
133.8,24,0,0,1
153.58,24,0,0,1
33.24,24,0,0,1
17.99,24,0,0,1
94.96,24,0,0,1
101.08,24,0,0,1
40.0,24,0,0,1
6.11,24,0,0,1
24.9,24,0,0,1
1.0,24,0,0,1
8.98,24,0,0,1
1.98,24,0,0,1
24.95,24,0,0,1
9.99,24,0,0,1
1.29,24,0,0,1
78.52,24,0,0,1
27.9,24,0,0,1
11.94,24,0,0,1
20.29,24,0,0,1
2.31,24,0,0,1
10.0,24,0,0,1
7.74,24,0,0,1
0.99,24,0,0,1
70.73,24,0,0,1
15.0,24,0,0,1
350.0,24,0,0,1
158.0,24,0,0,1
80.2,24,0,0,1
11.71,24,0,0,1
50.9,24,0,0,1
1.99,24,0,0,1
6.54,24,0,0,1
0.0,24,0,0,1
33.65,24,0,0,1
1.29,24,0,0,1
67.58,24,0,0,1
13.48,24,0,0,1
2.68,24,0,0,1
0.76,24,0,0,1
1.79,24,0,0,1
7.15,24,0,0,1
1.79,24,0,0,1
70.92,24,0,0,1
7.0,24,0,0,1
81.24,24,0,0,1
20.53,24,0,0,1
11.5,24,0,0,1
250.88,24,0,0,1
25.0,24,0,0,1
13.5,24,0,0,1
9.99,24,0,0,1
2.16,24,0,0,1
49.53,24,0,0,1
37.9,24,0,0,1
20.9,24,0,0,1
44.9,24,0,0,1
1.0,24,0,0,1
13.49,24,0,0,1
10.01,24,0,0,1
458.17,24,0,0,1
114.71,24,0,0,1
17.3,24,0,0,1
19.21,24,0,0,1
8.99,24,0,0,1
80.2,24,0,0,1
3.84,24,0,0,1
98.59,24,0,0,1
3.76,24,0,0,1
998.0,24,0,0,1
59.85,24,0,0,1
1.0,24,0,0,1
19.66,24,0,0,1
10.71,24,0,0,1
155.19,24,0,0,1
5.99,24,0,0,1
5.38,24,0,0,1
9.99,24,0,0,1
13.91,24,0,0,1
186.57,24,0,0,1
158.84,24,0,0,1
36.39,24,0,0,1
8.48,24,0,0,1
13.57,24,0,0,1
76.65,24,0,0,1
40.06,24,0,0,1
6.25,24,0,0,1
50.0,24,0,0,1
4.99,24,0,0,1
17.85,24,0,0,1
30.0,24,0,0,1
19.66,24,0,0,1
19.21,24,0,0,1
6.99,24,0,0,1
0.0,24,0,0,1
38.42,24,0,0,1
25.29,24,0,0,1
47.96,24,0,0,1
3.07,24,0,0,1
95.34,24,0,0,1
12.32,24,0,0,1
11.69,24,0,0,1
1384.38,24,0,0,1
29.51,24,0,0,1
10.0,24,0,0,1
19.88,24,0,0,1
3.99,24,0,0,1
3.59,24,0,0,1
23.37,24,0,0,1
8.26,24,0,0,1
1.98,24,0,0,1
1.98,24,0,0,1
6.1,24,0,0,1
18.45,24,0,0,1
4.39,24,0,0,1
25.47,24,0,0,1
44.14,24,0,0,1
17.25,24,0,0,1
30.0,24,0,0,1
6.11,24,0,0,1
48.72,24,0,0,1
1331.94,24,0,0,1
65.16,24,0,0,1
26.0,24,0,0,1
39.99,24,0,0,1
25.22,24,0,0,1
3.17,24,0,0,1
8.0,24,0,0,1
3.59,24,0,0,1
51.2,24,0,0,1
13.9,24,0,0,1
269.53,24,0,0,1
12.98,24,0,0,1
22.0,24,0,0,1
9.99,24,0,0,1
15.99,24,0,0,1
5.0,24,0,0,1
158.98,24,0,0,1
7.99,24,0,0,1
5.26,24,0,0,1
8.05,24,0,0,1
79.9,24,0,0,1
15.0,24,0,0,1
59.4,24,0,0,1
39.99,24,0,0,1
1.98,24,0,0,1
0.89,24,0,0,1
17.55,24,0,0,1
106.45,24,0,0,1
9.99,24,0,0,1
1.0,24,0,0,1
1.0,24,0,0,1
21.0,24,0,0,1
7.99,24,0,0,1
99.8,24,0,0,1
114.85,24,0,0,1
8.99,24,0,0,1
75.9,24,0,0,1
245.1,24,0,0,1
9.99,24,0,0,1
20.2,24,0,0,1
14.6,24,0,0,1
179.7,24,0,0,1
4.84,24,0,0,1
1.0,24,0,0,1
96.0,24,0,0,1
6.99,24,0,0,1
7.38,24,0,0,1
275.59,24,0,0,1
22.18,24,0,0,1
80.45,24,0,0,1
451.12,24,0,0,1
7.99,24,0,0,1
52.33,24,0,0,1
38.03,24,0,0,1
38.42,24,0,0,1
13.86,24,0,0,1
44.6,24,0,0,1
15.99,24,0,0,1
1.29,24,0,0,1
0.76,24,0,0,1
76.0,24,0,0,1
2.69,24,0,0,1
2.58,24,0,0,1
2.28,24,0,0,1
42.92,24,0,0,1
35.8,24,0,0,1
13.5,24,0,0,1
1.29,24,0,0,1
7.99,24,0,0,1
25.0,24,0,0,1
15.8,24,0,0,1
8.53,24,0,0,1
11.61,24,0,0,1
224.39,24,0,0,1
32.06,24,0,0,1
209.0,24,0,0,1
15.6,24,0,0,1
143.3,24,0,0,1
118.8,24,0,0,1
59.9,24,0,0,1
189.0,24,0,0,1
2.98,24,0,0,1
7.99,24,0,0,1
10.99,24,0,0,1
96.82,24,0,0,1
134.05,24,0,0,1
1.29,24,0,0,1
5.57,24,0,0,1
1.0,24,0,0,1
6.87,24,0,0,1
275.59,24,0,0,1
100.0,24,0,0,1
7.19,24,0,0,1
3.0,24,0,0,1
32.55,24,0,0,1
1.0,24,0,0,1
2.68,24,0,0,1
68.0,24,0,0,1
18.99,24,0,0,1
4.11,24,0,0,1
7.0,24,0,0,1
24.0,24,0,0,1
28.32,24,0,0,1
24.16,24,0,0,1
9.98,24,0,0,1
30.91,24,0,0,1
445.84,24,0,0,1
12.97,24,0,0,1
7.76,24,0,0,1
303.8,24,0,0,1
10.0,24,0,0,1
10.99,24,0,0,1
32.65,24,0,0,1
15.73,24,0,0,1
69.99,24,0,0,1
15.0,24,0,0,1
40.0,24,0,0,1
133.06,24,0,0,1
80.2,24,0,0,1
14.99,24,0,0,1
0.89,24,0,0,1
15.0,24,0,0,1
338.0,24,0,0,1
1.99,24,0,0,1
174.7,24,0,0,1
2.68,24,0,0,1
4.49,24,0,0,1
3.79,24,0,0,1
20.6,24,0,0,1
9.99,24,0,0,1
14.41,24,0,0,1
2.49,24,0,0,1
5.17,24,0,0,1
29.3,24,0,0,1
275.59,24,0,0,1
11.64,24,0,0,1
49.57,24,0,0,1
89.0,24,0,0,1
44.95,24,0,0,1
20.0,24,0,0,1
8.69,24,0,0,1
6.05,24,0,0,1
6.0,24,0,0,1
1.79,24,0,0,1
6.93,24,0,0,1
15.13,24,0,0,1
85.69,24,0,0,1
35.2,24,0,0,1
70.78,24,0,0,1
12.99,24,0,0,1
27.83,24,0,0,1
1.0,24,0,0,1
1.0,24,0,0,1
5.99,24,0,0,1
225.39,24,0,0,1
119.97,24,0,0,1
2.68,24,0,0,1
25.08,24,0,0,1
152.13,24,0,0,1
29.0,24,0,0,1
2.5,24,0,0,1
12.99,24,0,0,1
9.73,24,0,0,1
199.85,24,0,0,1
1.04,24,0,0,1
243.84,24,0,0,1
11.76,24,0,0,1
70.52,24,0,0,1
36.1,24,0,0,1
1.98,24,0,0,1
161.32,24,0,0,1
44.91,24,0,0,1
22.95,24,0,0,1
0.89,24,0,0,1
0.89,24,0,0,1
15.88,24,0,0,1
3.59,24,0,0,1
36.95,24,0,0,1
14.0,24,0,0,1
14.53,24,0,0,1
1.0,24,0,0,1
7.68,24,0,0,1
176.79,24,0,0,1
69.95,24,0,0,1
104.82,24,0,0,1
2.31,24,0,0,1
22.54,24,0,0,1
7.99,24,0,0,1
704.73,24,0,0,1
10.54,24,0,0,1
44.22,24,0,0,1
15.0,24,0,0,1
10.98,24,0,0,1
14.9,24,0,0,1
20.84,24,0,0,1
6.0,24,0,0,1
66.44,24,0,0,1
10.0,24,0,0,1
21.98,24,0,0,1
48.0,24,0,0,1
9.42,24,0,0,1
36.65,24,0,0,1
74.94,24,0,0,1
64.15,24,0,0,1
8.9,24,0,0,1
8.96,24,0,0,1
8.07,24,0,0,1
9.42,24,0,0,1
9.99,24,0,0,1
61.1,24,0,0,1
502.39,24,0,0,1
92.47,24,0,0,1
9.98,24,0,0,1
0.89,24,0,0,1
18.32,24,0,0,1
3.76,24,0,0,1
24.99,24,0,0,1
0.89,24,0,0,1
38.42,24,0,0,1
4.12,24,0,0,1
4.12,24,0,0,1
27.6,24,0,0,1
27.6,24,0,0,1
0.77,24,0,0,1
52.0,24,0,0,1
5.0,24,0,0,1
11.99,24,0,0,1
502.0,24,0,0,1
29.88,24,0,0,1
19.16,24,0,0,1
61.71,24,0,0,1
49.95,24,0,0,1
5.0,24,0,0,1
40.88,24,0,0,1
99.8,24,0,0,1
56.69,24,0,0,1
118.8,24,0,0,1
239.4,24,0,0,1
99.8,24,0,0,1
25.99,24,0,0,1
22.5,24,0,0,1
1.98,24,0,0,1
67.7,24,0,0,1
22.78,24,0,0,1
155.69,24,0,0,1
7.61,24,0,0,1
0.12,24,0,0,1
18.89,24,0,0,1
239.4,24,0,0,1
8.85,24,0,0,1
106.35,24,0,0,1
29.99,24,0,0,1
38.21,24,0,0,1
229.98,24,0,0,1
2.0,24,0,0,1
16.0,24,0,0,1
9.83,24,0,0,1
7.39,24,0,0,1
89.21,24,0,0,1
2.49,24,0,0,1
34.22,24,0,0,1
0.99,24,0,0,1
4.49,24,0,0,1
61.0,24,0,0,1
30.0,24,0,0,1
4.56,24,0,0,1
3.59,24,0,0,1
7.61,24,0,0,1
15.95,24,0,0,1
1.98,24,0,0,1
156.31,24,0,0,1
12.28,24,0,0,1
25.0,24,0,0,1
255.2,24,0,0,1
15.0,24,0,0,1
2.69,24,0,0,1
18.0,24,0,0,1
0.52,24,0,0,1
1.98,24,0,0,1
9.99,24,0,0,1
9.12,24,0,0,1
207.0,24,0,0,1
225.76,24,0,0,1
4.42,24,0,0,1
140.0,24,0,0,1
9.99,24,0,0,1
14.71,24,0,0,1
16.65,24,0,0,1
1.0,24,0,0,1
15.35,24,0,0,1
1.0,24,0,0,1
98.0,24,0,0,1
6.0,24,0,0,1
0.89,24,0,0,1
103.61,24,0,0,1
119.63,24,0,0,1
8.99,24,0,0,1
29.99,24,0,0,1
2.49,24,0,0,1
1.29,24,0,0,1
81.2,24,0,0,1
340.2,24,0,0,1
67.3,24,0,0,1
94.85,24,0,0,1
312.11,24,0,0,1
1.98,24,0,0,1
15.35,24,0,0,1
0.0,24,0,0,1
53.61,24,0,0,1
1.99,24,0,0,1
4.6,24,0,0,1
205.37,24,0,0,1
7.49,24,0,0,1
60.82,24,0,0,1
34.05,24,0,0,1
1628.27,24,0,0,1
2.07,24,0,0,1
15.0,24,0,0,1
30.0,24,0,0,1
6.68,24,0,0,1
136.05,24,0,0,1
15.0,24,0,0,1
0.89,24,0,0,1
3.99,24,0,0,1
2.29,24,0,0,1
0.73,24,0,0,1
1.88,24,0,0,1
0.52,24,0,0,1
2.24,24,0,0,1
104.99,24,0,0,1
68.25,24,0,0,1
0.99,24,0,0,1
4.45,24,0,0,1
9.05,24,0,0,1
8.91,24,0,0,1
67.88,24,0,0,1
7.13,24,0,0,1
74.95,24,0,0,1
8.48,24,0,0,1
3.79,24,0,0,1
11.6,24,0,0,1
2.49,24,0,0,1
72.0,24,0,0,1
42.48,24,0,0,1
89.9,24,0,0,1
0.89,24,0,0,1
6.55,24,0,0,1
29.99,24,0,0,1
0.05,24,0,0,1
69.99,24,0,0,1
9.99,24,0,0,1
8.49,24,0,0,1
16.99,24,0,0,1
68.25,24,0,0,1
30.44,24,0,0,1
89.58,24,0,0,1
8.73,24,0,0,1
1.54,24,0,0,1
55.07,24,0,0,1
0.89,24,0,0,1
2.97,24,0,0,1
73.16,24,0,0,1
60.0,24,0,0,1
2.28,24,0,0,1
128.1,24,0,0,1
100.9,24,0,0,1
3.3,24,0,0,1
19.9,24,0,0,1
91.1,24,0,0,1
4.49,24,0,0,1
7.18,24,0,0,1
0.89,24,0,0,1
11.62,24,0,0,1
19.66,24,0,0,1
34.8,24,0,0,1
1.0,24,0,0,1
10.0,24,0,0,1
12.95,24,0,0,1
21.0,24,0,0,1
20.0,24,0,0,1
12.83,24,0,0,1
4.49,24,0,0,1
1.79,24,0,0,1
27.8,24,0,0,1
10.65,24,0,0,1
4.49,24,0,0,1
60.5,24,0,0,1
120.34,24,0,0,1
7.79,24,0,0,1
136.56,24,0,0,1
0.89,24,0,0,1
16.0,24,0,0,1
6.09,24,0,0,1
80.2,24,0,0,1
1.79,24,0,0,1
6.91,24,0,0,1
9.39,24,0,0,1
1.79,24,0,0,1
6.0,24,0,0,1
113.14,24,0,0,1
55.9,24,0,0,1
1.0,24,0,0,1
9.62,24,0,0,1
169.55,24,0,0,1
22.66,24,0,0,1
3.58,24,0,0,1
8.56,24,0,0,1
28.0,24,0,0,1
1.0,24,0,0,1
8.99,24,0,0,1
89.91,24,0,0,1
8.3,24,0,0,1
38.03,24,0,0,1
20.92,24,0,0,1
29.55,24,0,0,1
9.96,24,0,0,1
13.0,25,0,0,1
99.0,25,0,0,1
1293.12,25,0,0,1
38.42,25,0,0,1
15.39,25,0,0,1
34.9,25,0,0,1
46.94,25,0,0,1
242.78,25,0,0,1
15.99,25,0,0,1
9.42,25,0,0,1
29.99,25,0,0,1
13.48,25,0,0,1
172.0,25,0,0,1
0.99,25,0,0,1
11.99,25,0,0,1
29.99,25,0,0,1
73.98,25,0,0,1
12.99,25,0,0,1
12.16,25,0,0,1
1.98,25,0,0,1
103.27,25,0,0,1
255.0,25,0,0,1
78.79,25,0,0,1
99.99,25,0,0,1
89.4,25,0,0,1
9.08,25,0,0,1
1.98,25,0,0,1
24.95,25,0,0,1
19.99,25,0,0,1
1.0,25,0,0,1
24.99,25,0,0,1
130.8,25,0,0,1
1.98,25,0,0,1
192.0,25,0,0,1
13.69,25,0,0,1
5.48,25,0,0,1
1.98,25,0,0,1
3.99,25,0,0,1
9.99,25,0,0,1
0.89,25,0,0,1
0.76,25,0,0,1
5.55,25,0,0,1
17.95,25,0,0,1
36.01,25,0,0,1
1.98,25,0,0,1
1.98,25,0,0,1
